TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,DAY_TYPE,MISSING_DATA,POLYLINE
1391834979620000173,C,,,20000173,1391834979,A,False,"[[-8.624601,41.15934],[-8.622954,41.158251],[-8.622648,41.157054],[-8.622783,41.156892],[-8.622801,41.156892],[-8.62281,41.156892],[-8.622801,41.156892],[-8.62281,41.156901],[-8.623044,41.156019],[-8.623044,41.155974],[-8.621856,41.15601],[-8.621046,41.155686],[-8.619309,41.155299],[-8.616447,41.154786],[-8.613333,41.154201],[-8.612028,41.153634],[-8.608878,41.153535],[-8.606142,41.153472],[-8.604738,41.153193],[-8.605062,41.151924],[-8.60544,41.15205]]"
1381494368620000229,B,,54.0,20000229,1381494368,A,False,"[[-8.630271,41.157432],[-8.630253,41.157414],[-8.629587,41.156883],[-8.629875,41.155641],[-8.631126,41.154525],[-8.632305,41.153076],[-8.633304,41.151465],[-8.63595,41.150997],[-8.638965,41.149845],[-8.642466,41.149359],[-8.64468,41.151024],[-8.642853,41.15178],[-8.640945,41.149683],[-8.640261,41.146893],[-8.639622,41.143977],[-8.641602,41.143419],[-8.641206,41.14503],[-8.638929,41.145318],[-8.636814,41.143581],[-8.634672,41.141106],[-8.631018,41.139333],[-8.629011,41.137479],[-8.628588,41.136219],[-8.62785,41.134716],[-8.626986,41.132538],[-8.626329,41.130855],[-8.625582,41.129937],[-8.625339,41.130918],[-8.625924,41.131134]]"
1385572002620000529,C,,,20000529,1385572002,A,False,"[[-8.626923,41.154606],[-8.626869,41.154894],[-8.627427,41.155677],[-8.628174,41.156631],[-8.628534,41.156757],[-8.628138,41.157261],[-8.627967,41.157441],[-8.627904,41.157585],[-8.628003,41.158206],[-8.628642,41.158899],[-8.628669,41.159475],[-8.628642,41.159682],[-8.628507,41.160132],[-8.628453,41.160222],[-8.628129,41.161239],[-8.627751,41.162337],[-8.626248,41.162121],[-8.626374,41.161401],[-8.626356,41.161401],[-8.626347,41.161401],[-8.626338,41.161347],[-8.626428,41.160447],[-8.625114,41.160105],[-8.624682,41.160258],[-8.624718,41.161662],[-8.6247,41.162103],[-8.624709,41.162427],[-8.624862,41.163039],[-8.624835,41.163048],[-8.624835,41.163048],[-8.624808,41.163093],[-8.623494,41.16321],[-8.621694,41.162814],[-8.620362,41.16276],[-8.618805,41.162706],[-8.617644,41.162526],[-8.616852,41.162445],[-8.615205,41.162265],[-8.613963,41.162067],[-8.612604,41.161932],[-8.61237,41.161896],[-8.611614,41.161797],[-8.611641,41.161788],[-8.611632,41.161788],[-8.611605,41.161779],[-8.611542,41.161779],[-8.611326,41.162193],[-8.611236,41.162436],[-8.611164,41.162607],[-8.611011,41.163381],[-8.611002,41.164677],[-8.611029,41.16618],[-8.610831,41.166765],[-8.610786,41.167125],[-8.610624,41.167755],[-8.609562,41.16834],[-8.609535,41.167566],[-8.609229,41.166792],[-8.609238,41.165766],[-8.608446,41.165541],[-8.608455,41.164857],[-8.608446,41.164875],[-8.608428,41.164884],[-8.608455,41.164704],[-8.60733,41.164443],[-8.60625,41.164533],[-8.606061,41.165397],[-8.604,41.165667],[-8.602506,41.165694],[-8.601705,41.166387],[-8.601723,41.16663],[-8.601561,41.166936],[-8.599842,41.16708],[-8.598141,41.167125],[-8.59779,41.167818],[-8.597817,41.167818],[-8.597808,41.167809],[-8.597799,41.167809],[-8.597817,41.1678],[-8.597556,41.168457],[-8.597295,41.169456],[-8.597259,41.169474],[-8.597241,41.169474],[-8.597223,41.169465],[-8.597205,41.169501],[-8.595621,41.169582],[-8.594199,41.169591],[-8.593209,41.169303],[-8.592498,41.168475],[-8.592129,41.168097],[-8.591706,41.168286],[-8.590365,41.169078],[-8.589195,41.169744],[-8.587935,41.169303],[-8.587782,41.169267],[-8.587782,41.169267],[-8.587782,41.169267],[-8.587773,41.169267],[-8.587395,41.169123],[-8.585658,41.168655],[-8.583894,41.168448],[-8.582634,41.168358],[-8.581923,41.167962],[-8.582373,41.166999],[-8.581473,41.166108],[-8.580771,41.165883],[-8.579466,41.165442],[-8.579061,41.165406],[-8.578107,41.166018],[-8.577252,41.165271],[-8.576127,41.163687],[-8.574399,41.161365],[-8.572257,41.159484],[-8.572158,41.157936],[-8.571474,41.156037],[-8.569017,41.155488],[-8.566857,41.154696],[-8.564454,41.154894],[-8.562672,41.155218],[-8.561853,41.154822],[-8.561547,41.156208],[-8.56053,41.156199],[-8.559342,41.155578],[-8.558361,41.157234],[-8.556714,41.158566],[-8.55522,41.159313],[-8.553384,41.160078],[-8.55153,41.16051],[-8.549883,41.160708],[-8.548461,41.16105],[-8.546859,41.161374],[-8.546076,41.161446],[-8.546985,41.162859],[-8.547804,41.162274],[-8.548839,41.161536],[-8.548893,41.1615],[-8.548884,41.1615],[-8.549487,41.160942],[-8.550342,41.16069],[-8.550342,41.160672],[-8.550342,41.160663],[-8.550324,41.160681],[-8.550324,41.16069],[-8.550315,41.160681],[-8.550315,41.160681],[-8.550324,41.16069],[-8.550333,41.16069],[-8.550333,41.16069],[-8.550342,41.160681],[-8.550342,41.160672],[-8.55036,41.160645],[-8.552079,41.160456],[-8.553915,41.159925],[-8.555427,41.159223],[-8.556894,41.158467],[-8.558604,41.156946],[-8.559576,41.155533],[-8.560836,41.156262],[-8.561862,41.157018],[-8.561745,41.157621],[-8.56116,41.158368],[-8.563437,41.158836],[-8.566704,41.158386],[-8.570079,41.157909],[-8.572005,41.157468],[-8.571573,41.159196],[-8.573166,41.16024],[-8.57403,41.161077],[-8.574723,41.162292],[-8.57619,41.164173],[-8.577027,41.165397],[-8.577801,41.165613],[-8.57925,41.164398],[-8.581365,41.164524],[-8.582895,41.165973],[-8.586243,41.16681],[-8.58924,41.168376],[-8.59194,41.170041],[-8.594955,41.171823],[-8.598852,41.1714],[-8.603316,41.171481],[-8.607798,41.173227],[-8.612433,41.174523],[-8.61705,41.17401],[-8.621091,41.173578],[-8.624943,41.1732],[-8.62893,41.172687],[-8.632764,41.171877],[-8.636571,41.170932],[-8.639964,41.168862],[-8.643861,41.166171],[-8.647794,41.164308],[-8.649423,41.16213]]"
1376026941620000517,B,,15.0,20000517,1376026941,A,False,"[[-8.585649,41.148513],[-8.585685,41.148639],[-8.585811,41.148981],[-8.58636,41.149008],[-8.586207,41.148441],[-8.586846,41.147577],[-8.586495,41.147064],[-8.584263,41.14611],[-8.582625,41.144895],[-8.580294,41.14512],[-8.578953,41.145732],[-8.57817,41.144571],[-8.580438,41.143725],[-8.583435,41.143698],[-8.586315,41.143356],[-8.588025,41.141709],[-8.590275,41.140332],[-8.593371,41.140035],[-8.596242,41.140431],[-8.599023,41.141682],[-8.603451,41.141862],[-8.606295,41.141646],[-8.60913,41.140962],[-8.60958,41.140332],[-8.609274,41.139108],[-8.610633,41.138442],[-8.612415,41.13792],[-8.614233,41.137506],[-8.615439,41.137263],[-8.615511,41.137398],[-8.616303,41.137641],[-8.616366,41.137614],[-8.616357,41.137614]]"
1386833630620000436,B,,20.0,20000436,1386833630,A,False,"[[-8.627013,41.167008],[-8.627472,41.167152],[-8.629605,41.168088],[-8.63172,41.167764],[-8.633718,41.167152],[-8.632908,41.166513],[-8.632188,41.165253],[-8.631873,41.16465],[-8.633475,41.163885],[-8.636013,41.164218],[-8.636526,41.164398],[-8.639109,41.164839],[-8.64135,41.16663],[-8.643717,41.168637],[-8.645769,41.170311],[-8.648361,41.172408],[-8.650863,41.174415],[-8.65287,41.176107],[-8.654544,41.177583],[-8.655138,41.178303],[-8.656695,41.177772],[-8.659422,41.17734],[-8.662248,41.177304],[-8.662977,41.178024],[-8.662968,41.177997],[-8.663247,41.177808],[-8.663337,41.177709]]"
1399644422620000397,B,,15.0,20000397,1399644422,A,False,"[[-8.585847,41.148567],[-8.585757,41.148837],[-8.586027,41.148972],[-8.587062,41.149089],[-8.587827,41.149305],[-8.588061,41.149314],[-8.588493,41.148513],[-8.588781,41.147784],[-8.588934,41.147559],[-8.588943,41.147415],[-8.589645,41.1471],[-8.591103,41.146848],[-8.592408,41.146596],[-8.592408,41.146605],[-8.592408,41.146578],[-8.594001,41.146308],[-8.596422,41.14602],[-8.597196,41.145903],[-8.597349,41.145948],[-8.599257,41.14593],[-8.600238,41.145804],[-8.601921,41.145696],[-8.602884,41.145579],[-8.602875,41.145606],[-8.602893,41.145615],[-8.602902,41.145615],[-8.603748,41.14548],[-8.603946,41.145381],[-8.604054,41.145318],[-8.604594,41.144778],[-8.604792,41.144175],[-8.604108,41.143905]]"
1380619076620000007,B,,18.0,20000007,1380619076,A,False,"[[-8.619624,41.147739],[-8.619768,41.147622],[-8.619975,41.147415],[-8.620029,41.147433],[-8.619804,41.146038],[-8.619714,41.146002],[-8.618814,41.146128],[-8.618274,41.1462],[-8.618283,41.1462],[-8.618328,41.146191],[-8.617518,41.145921],[-8.617203,41.144859],[-8.616546,41.144958],[-8.616186,41.145138],[-8.615304,41.145552],[-8.613963,41.14593],[-8.609724,41.146686],[-8.608815,41.147316]]"
1381855446620000273,C,,,20000273,1381855446,A,False,"[[-8.583093,41.097366]]"
1380918440620000524,A,15484.0,,20000524,1380918440,A,False,"[[-8.669178,41.169213],[-8.668962,41.169096],[-8.668179,41.168565],[-8.666856,41.167296],[-8.66493,41.165856],[-8.663463,41.164623],[-8.662896,41.163894],[-8.662932,41.163939],[-8.662914,41.163939],[-8.662869,41.163912],[-8.662842,41.16384],[-8.661492,41.163147],[-8.658405,41.16267],[-8.655939,41.162265],[-8.655849,41.162274],[-8.655849,41.162283],[-8.655867,41.162283],[-8.655867,41.162274],[-8.65485,41.162112],[-8.652159,41.161653],[-8.650521,41.161401],[-8.649972,41.159736],[-8.64729,41.158233],[-8.645607,41.155542],[-8.644698,41.153085],[-8.644518,41.150502],[-8.642547,41.149278],[-8.639847,41.149368],[-8.637777,41.150133],[-8.635563,41.150799],[-8.633601,41.151033],[-8.632737,41.151591],[-8.632557,41.152014],[-8.632548,41.15205],[-8.632548,41.15205],[-8.632413,41.152464],[-8.631387,41.152581],[-8.629857,41.152536],[-8.62794,41.152401],[-8.626608,41.1525],[-8.626608,41.1525],[-8.626113,41.152329],[-8.625825,41.150574],[-8.625519,41.148891],[-8.625555,41.148819],[-8.625537,41.148819],[-8.625546,41.148837],[-8.625519,41.148846],[-8.625393,41.148603],[-8.62308,41.147829],[-8.622711,41.147793],[-8.620641,41.14737],[-8.620173,41.146434],[-8.619615,41.146092],[-8.617761,41.146281],[-8.617329,41.144922],[-8.6175,41.144427],[-8.617968,41.143842],[-8.618175,41.143428],[-8.617572,41.143059],[-8.617131,41.142537],[-8.617059,41.142519],[-8.61687,41.142519],[-8.616465,41.1426],[-8.615277,41.14269],[-8.615277,41.142213],[-8.615214,41.141799]]"
1392592650620000548,B,,9.0,20000548,1392592650,A,False,"[[-8.607096,41.144454],[-8.606925,41.142222],[-8.602479,41.143419],[-8.601606,41.140692],[-8.601075,41.137938],[-8.601354,41.137317],[-8.601309,41.137389],[-8.601687,41.136858],[-8.602416,41.134833],[-8.599869,41.133015],[-8.596935,41.131494],[-8.597394,41.130117],[-8.598015,41.12802],[-8.598501,41.125671],[-8.5986,41.124195],[-8.599104,41.1219],[-8.601687,41.120055],[-8.60571,41.120199],[-8.606313,41.120109],[-8.606475,41.119524],[-8.606619,41.11749],[-8.60706,41.111955],[-8.606385,41.107824],[-8.602848,41.104557],[-8.599797,41.101902],[-8.596188,41.099499],[-8.59275,41.097249],[-8.590527,41.095062],[-8.592327,41.09283],[-8.598582,41.089869],[-8.603298,41.088942],[-8.603451,41.087556],[-8.603199,41.085972],[-8.604153,41.084748],[-8.604153,41.084802],[-8.604135,41.084496],[-8.601975,41.08248],[-8.600976,41.0814],[-8.600742,41.080932],[-8.601273,41.079249],[-8.601642,41.077638],[-8.600985,41.07591],[-8.60004,41.075415],[-8.598753,41.075064],[-8.597295,41.073732]]"
1376946922620000337,C,,,20000337,1376946922,A,False,"[[-8.645355,41.178573],[-8.6454,41.178636],[-8.646147,41.17905],[-8.647785,41.178753],[-8.649594,41.178429],[-8.651475,41.178078],[-8.652807,41.177628],[-8.651736,41.176719],[-8.650332,41.175585],[-8.648712,41.17428],[-8.646723,41.172696],[-8.644752,41.171085],[-8.643843,41.169789],[-8.645526,41.168943],[-8.645409,41.169519],[-8.644491,41.168844],[-8.643807,41.167215],[-8.644644,41.16582],[-8.647218,41.164704],[-8.649342,41.16231],[-8.649207,41.159529],[-8.649216,41.157729],[-8.648505,41.156055],[-8.648577,41.154957],[-8.649468,41.154282],[-8.650854,41.153301],[-8.651664,41.152824],[-8.652888,41.153553],[-8.653932,41.15367],[-8.653626,41.1543],[-8.653563,41.154444],[-8.6535,41.154462],[-8.653527,41.154498]]"
1380905091620000506,C,,,20000506,1380905091,A,False,"[[-8.621712,41.143671],[-8.621703,41.14368],[-8.621694,41.143779],[-8.622045,41.144013],[-8.622315,41.14395],[-8.622639,41.143995],[-8.62344,41.144238],[-8.624484,41.144526],[-8.625906,41.14476],[-8.627643,41.14467],[-8.629686,41.145003],[-8.629839,41.145075],[-8.629911,41.14512],[-8.629902,41.14512],[-8.630154,41.145255],[-8.630802,41.145678],[-8.630802,41.145669],[-8.630802,41.145651],[-8.630811,41.14566],[-8.630865,41.145705],[-8.631702,41.146326],[-8.632746,41.147073],[-8.631765,41.148063],[-8.63127,41.148783],[-8.631279,41.148747],[-8.631279,41.148729],[-8.631252,41.148738],[-8.631252,41.148747],[-8.631207,41.148837],[-8.630757,41.149395],[-8.630775,41.149386],[-8.630766,41.149368],[-8.630757,41.149368],[-8.630748,41.14935],[-8.630757,41.149359],[-8.630901,41.149215],[-8.631963,41.148135],[-8.632746,41.147253],[-8.633223,41.147109],[-8.634681,41.147721],[-8.636526,41.148234],[-8.638173,41.148387],[-8.638857,41.148432],[-8.640927,41.148405],[-8.642934,41.148054],[-8.645067,41.148306],[-8.647245,41.148504],[-8.648631,41.14836],[-8.649099,41.149116],[-8.649027,41.150547],[-8.649675,41.151222],[-8.649081,41.152311],[-8.648397,41.153463],[-8.648289,41.154012],[-8.648298,41.154012],[-8.648307,41.154021],[-8.648316,41.15403],[-8.648334,41.15403],[-8.648289,41.154201],[-8.647713,41.154948],[-8.64648,41.155794],[-8.645337,41.157171],[-8.644698,41.158602],[-8.644293,41.158719],[-8.643744,41.159097],[-8.64252,41.159754],[-8.642394,41.159853],[-8.642286,41.159871],[-8.641638,41.159943],[-8.641458,41.160096],[-8.641341,41.160591],[-8.640666,41.161149],[-8.640612,41.161302],[-8.640693,41.161374],[-8.640171,41.161743],[-8.639181,41.162634],[-8.638452,41.162337],[-8.638101,41.162058],[-8.638092,41.162076],[-8.638083,41.162085],[-8.637876,41.161896],[-8.63874,41.161401],[-8.640207,41.160699],[-8.641143,41.160474],[-8.641143,41.160474],[-8.641161,41.160447],[-8.641512,41.160321],[-8.642727,41.16033],[-8.643537,41.160483],[-8.643834,41.16051],[-8.643762,41.16069],[-8.643744,41.16069],[-8.643744,41.160699],[-8.643744,41.160735],[-8.643825,41.161347],[-8.643654,41.16177],[-8.643996,41.162256],[-8.645418,41.162598],[-8.64612,41.162346],[-8.646345,41.16168],[-8.646516,41.161077],[-8.646543,41.161059],[-8.646525,41.161059],[-8.646525,41.161059],[-8.646525,41.161041],[-8.646525,41.16105],[-8.64585,41.160627],[-8.644131,41.160339],[-8.642988,41.160186],[-8.642358,41.160105],[-8.641125,41.159925],[-8.640918,41.15997],[-8.640846,41.160033],[-8.640801,41.160033],[-8.640747,41.160069]]"
1389736108620000325,B,,18.0,20000325,1389736108,A,False,"[[-8.619975,41.147748],[-8.620893,41.147343],[-8.622945,41.147793],[-8.625348,41.148657],[-8.62614,41.151888],[-8.626338,41.152572],[-8.628048,41.152275],[-8.630433,41.152626],[-8.632449,41.152644],[-8.634222,41.152545],[-8.636184,41.152527],[-8.637696,41.152914],[-8.639703,41.153346],[-8.64153,41.153823],[-8.641926,41.153958],[-8.642889,41.154183],[-8.645364,41.154336],[-8.648046,41.154246],[-8.648091,41.154246],[-8.648091,41.154255],[-8.648541,41.154228],[-8.649918,41.154165],[-8.651448,41.152707],[-8.652087,41.153382],[-8.65467,41.153418],[-8.655237,41.153418],[-8.655399,41.154291]]"
1392838643620000347,A,53297.0,,20000347,1392838643,A,False,"[[-8.643537,41.162355],[-8.64351,41.162355],[-8.643483,41.162472],[-8.643249,41.163075],[-8.643249,41.163318],[-8.643267,41.163453],[-8.643204,41.163489],[-8.643159,41.16348],[-8.643159,41.163489],[-8.643123,41.163741],[-8.643015,41.164074],[-8.643033,41.164137],[-8.64306,41.164146],[-8.643033,41.164164],[-8.642988,41.164362],[-8.642835,41.164749],[-8.642781,41.164722],[-8.634816,41.169879],[-8.634816,41.169861],[-8.634816,41.169843],[-8.634816,41.169843],[-8.634816,41.169852],[-8.634825,41.169852],[-8.634825,41.169852],[-8.634825,41.169843],[-8.634816,41.169816],[-8.634807,41.169834],[-8.634807,41.169852],[-8.634807,41.169861],[-8.634798,41.16987],[-8.634807,41.169861],[-8.634798,41.16987],[-8.634798,41.169861],[-8.634798,41.16987],[-8.634807,41.16987],[-8.634807,41.169879],[-8.634807,41.169879],[-8.634798,41.169852],[-8.634789,41.169807],[-8.634807,41.169807],[-8.634807,41.169825],[-8.634807,41.169843],[-8.634816,41.169834],[-8.634843,41.169825],[-8.634852,41.169789],[-8.634843,41.169771],[-8.634834,41.169744],[-8.634825,41.169771],[-8.634825,41.16978],[-8.634825,41.169798],[-8.635185,41.169456],[-8.63658,41.168619],[-8.638074,41.167872],[-8.638794,41.166144],[-8.639955,41.16609],[-8.640432,41.165991],[-8.641386,41.166702],[-8.641935,41.167152],[-8.642151,41.168196],[-8.642709,41.166945],[-8.64531,41.165505],[-8.647947,41.164281],[-8.649468,41.162409],[-8.649171,41.160087],[-8.649513,41.158251],[-8.648559,41.156334],[-8.648289,41.155146],[-8.648775,41.154948],[-8.648937,41.154822],[-8.649099,41.15448],[-8.650206,41.153994],[-8.65035,41.153769],[-8.649585,41.152752],[-8.649,41.152473],[-8.647857,41.152473],[-8.647263,41.152716]]"
1388539780620000482,C,,,20000482,1388539780,A,False,"[[-8.639811,41.159817],[-8.639919,41.159817],[-8.64045,41.159844],[-8.64045,41.159835],[-8.64045,41.159754],[-8.6391,41.159565],[-8.636904,41.159169],[-8.633493,41.15862],[-8.630532,41.158143],[-8.629785,41.157144],[-8.62938,41.157009],[-8.628174,41.157288],[-8.626734,41.157495],[-8.625024,41.157189],[-8.625069,41.15718],[-8.625141,41.156622],[-8.624259,41.155533],[-8.621865,41.155983],[-8.619777,41.15538],[-8.617095,41.154903],[-8.614512,41.154426],[-8.613297,41.154138],[-8.613306,41.153823],[-8.61219,41.153661],[-8.611587,41.153607],[-8.609796,41.153562],[-8.607537,41.153445],[-8.606547,41.153391],[-8.606547,41.1534],[-8.606565,41.1534],[-8.606556,41.153418],[-8.606556,41.1534],[-8.606538,41.1534],[-8.606547,41.152464],[-8.606655,41.152374],[-8.606997,41.152104],[-8.607222,41.151051],[-8.60706,41.151006],[-8.607069,41.151015],[-8.607015,41.151006],[-8.606916,41.150988]]"
1398683967620000901,B,,38.0,20000901,1398683967,A,False,"[[-8.60418,41.161086],[-8.604459,41.161842],[-8.605179,41.161887],[-8.605314,41.16195],[-8.606943,41.162202],[-8.60886,41.162481],[-8.609517,41.161824],[-8.609517,41.161725],[-8.609508,41.161698],[-8.609598,41.161437],[-8.609868,41.160438],[-8.609841,41.159259],[-8.609841,41.158053],[-8.609994,41.157504],[-8.610021,41.157504],[-8.610003,41.157504],[-8.609976,41.157378],[-8.609967,41.156037],[-8.609985,41.154588],[-8.609913,41.153139],[-8.610174,41.151744],[-8.610777,41.150655],[-8.611065,41.149611],[-8.611182,41.149287],[-8.611938,41.148918],[-8.612748,41.148099],[-8.619939,41.147532],[-8.620254,41.147289],[-8.620209,41.146488],[-8.620236,41.146389],[-8.620254,41.146362]]"
1383733565620000542,C,,,20000542,1383733565,A,False,"[[-8.614773,41.147424],[-8.614854,41.147271],[-8.614872,41.147289],[-8.614998,41.14719],[-8.615934,41.147262],[-8.616906,41.147289],[-8.617275,41.147271],[-8.617329,41.147262],[-8.617482,41.147262],[-8.617554,41.14728],[-8.617707,41.147271],[-8.617932,41.147361],[-8.618013,41.147469],[-8.618076,41.147622],[-8.618076,41.147892],[-8.618121,41.147883],[-8.61813,41.148117],[-8.618184,41.14845],[-8.618436,41.148603],[-8.61885,41.148684],[-8.619201,41.148693],[-8.619669,41.148243],[-8.619966,41.147901],[-8.620218,41.147631],[-8.620443,41.147442],[-8.621334,41.147514],[-8.622108,41.147703],[-8.622369,41.147757],[-8.622675,41.147811],[-8.624718,41.148423],[-8.624979,41.14854],[-8.62524,41.148639],[-8.625726,41.149881],[-8.625879,41.150673],[-8.626005,41.151987],[-8.626356,41.15268],[-8.627967,41.152599],[-8.629794,41.152725],[-8.63118,41.152905],[-8.632035,41.152878],[-8.633952,41.152653],[-8.634762,41.152536],[-8.636382,41.152716],[-8.637543,41.15295],[-8.638785,41.153175],[-8.64018,41.153499],[-8.641314,41.153841],[-8.641764,41.153967],[-8.642421,41.154165],[-8.643636,41.154525],[-8.645778,41.154354],[-8.64603,41.153859],[-8.646786,41.153256],[-8.647524,41.152428],[-8.648109,41.152572],[-8.6481,41.152536]]"
1394526316620000138,B,,18.0,20000138,1394526316,A,False,"[[-8.619867,41.148036],[-8.619876,41.148045],[-8.619966,41.147946],[-8.620362,41.147424],[-8.620398,41.147406],[-8.620425,41.147397],[-8.62047,41.147226],[-8.620245,41.14638],[-8.620236,41.146362],[-8.620227,41.146362],[-8.620218,41.146335],[-8.619318,41.146182],[-8.617635,41.146326],[-8.617482,41.145462],[-8.616402,41.145147],[-8.614557,41.145876],[-8.613153,41.146002],[-8.611713,41.14611],[-8.611173,41.146056],[-8.610867,41.146047],[-8.610831,41.146011],[-8.610822,41.146002],[-8.610885,41.145777],[-8.610696,41.144265],[-8.609877,41.14323],[-8.608113,41.142942],[-8.606034,41.142411],[-8.605305,41.143068],[-8.605026,41.143806],[-8.604549,41.144778],[-8.60436,41.145057],[-8.603658,41.14548],[-8.603631,41.145615],[-8.603568,41.145579],[-8.603541,41.14557],[-8.602632,41.145579],[-8.601444,41.145741],[-8.599365,41.145894],[-8.597664,41.145939],[-8.597673,41.145948],[-8.597655,41.145948],[-8.596773,41.146038],[-8.595351,41.146047],[-8.593641,41.146353],[-8.591859,41.146686],[-8.589798,41.147073],[-8.58897,41.14737],[-8.588322,41.14863],[-8.587971,41.149224],[-8.586495,41.148909],[-8.585721,41.148765],[-8.585667,41.148891],[-8.585676,41.148882],[-8.585676,41.148891]]"
1379883237620000295,A,37447.0,,20000295,1379883237,A,False,"[[-8.596926,41.16717],[-8.596944,41.167125],[-8.596962,41.167143],[-8.596935,41.167188],[-8.595549,41.167719],[-8.593929,41.168286],[-8.594118,41.169204],[-8.595333,41.1696],[-8.597115,41.169789],[-8.597781,41.171454],[-8.598933,41.173389],[-8.600076,41.175324],[-8.599554,41.177313],[-8.598852,41.178645],[-8.598114,41.180319],[-8.59752,41.181489],[-8.597376,41.181795],[-8.597916,41.182488],[-8.599059,41.182821],[-8.599068,41.182875]]"
1378942336620000403,C,,,20000403,1378942336,A,False,"[[-8.639595,41.254812],[-8.639604,41.254812],[-8.639622,41.254803],[-8.639622,41.254794],[-8.639613,41.254794],[-8.639604,41.254785],[-8.639577,41.254803],[-8.639577,41.254803],[-8.639586,41.254803],[-8.639568,41.254821],[-8.639568,41.254812],[-8.639577,41.254803],[-8.639568,41.254812],[-8.639577,41.254812],[-8.639595,41.254803],[-8.639622,41.254803],[-8.639631,41.254794],[-8.639631,41.254794],[-8.63964,41.254794],[-8.639649,41.254785],[-8.639649,41.254785],[-8.639658,41.254785],[-8.639667,41.254794],[-8.639667,41.254803],[-8.639658,41.254821],[-8.639658,41.254821],[-8.639649,41.254821],[-8.63964,41.254821],[-8.63964,41.254812],[-8.639649,41.254812],[-8.639658,41.254812],[-8.63964,41.254812],[-8.639631,41.254812],[-8.639631,41.254812],[-8.639631,41.254803],[-8.639631,41.254794],[-8.639604,41.254803],[-8.639595,41.254803],[-8.639577,41.254812]]"
1373897880620000321,A,8388.0,,20000321,1373897880,A,False,"[[-8.61264,41.163444],[-8.612172,41.163795],[-8.614233,41.163678],[-8.61435,41.163381],[-8.614566,41.162652],[-8.611416,41.16186],[-8.609589,41.161761],[-8.600508,41.159385],[-8.599572,41.159214],[-8.598843,41.158827],[-8.595657,41.160123],[-8.5941,41.160528],[-8.594226,41.161428],[-8.593839,41.163057],[-8.593515,41.16456],[-8.59203,41.164569],[-8.590383,41.164227],[-8.59023,41.164164],[-8.590212,41.164155],[-8.590239,41.164164]]"
1379001860620000081,B,,28.0,20000081,1379001860,A,False,"[[-8.58438,41.16312],[-8.584488,41.16303],[-8.585856,41.163147],[-8.587818,41.163777],[-8.588853,41.164119],[-8.588952,41.164137],[-8.588934,41.164137],[-8.588925,41.164137],[-8.589105,41.1642],[-8.589582,41.164146],[-8.589681,41.164029],[-8.590311,41.163255],[-8.591544,41.161905],[-8.59275,41.160771],[-8.594703,41.160636],[-8.596341,41.160897],[-8.597664,41.16105],[-8.59968,41.161329],[-8.600112,41.161356],[-8.600085,41.161365],[-8.600805,41.161482],[-8.602812,41.161752],[-8.603631,41.161842],[-8.603667,41.161752],[-8.603694,41.161725],[-8.603847,41.161761],[-8.604954,41.161851],[-8.605872,41.162067],[-8.606763,41.162202],[-8.608149,41.1624],[-8.609247,41.162454],[-8.609544,41.161716],[-8.609904,41.160636],[-8.609949,41.159025],[-8.610003,41.157621],[-8.61012,41.156721],[-8.61003,41.155731],[-8.610057,41.155389],[-8.610039,41.155362],[-8.610048,41.155182],[-8.610111,41.154255],[-8.610066,41.153535],[-8.610075,41.151978],[-8.61075,41.151033],[-8.611047,41.15007],[-8.611254,41.149341],[-8.611299,41.149296],[-8.611371,41.149233],[-8.6121,41.148774],[-8.612127,41.148675],[-8.612109,41.148504],[-8.612505,41.148108],[-8.619786,41.147901],[-8.620074,41.147712],[-8.62011,41.147685],[-8.620101,41.147685],[-8.62011,41.147649],[-8.620146,41.147622],[-8.620164,41.147604]]"
1399161840620000648,C,,,20000648,1399161840,A,False,"[[-8.612109,41.147964],[-8.612757,41.148135],[-8.621523,41.147541],[-8.622279,41.147667],[-8.622324,41.147649],[-8.623692,41.148009],[-8.625213,41.148603],[-8.625825,41.150331],[-8.626041,41.152077],[-8.626113,41.15232],[-8.62686,41.152482],[-8.628795,41.1525],[-8.631072,41.152644],[-8.633682,41.152608],[-8.636868,41.152698],[-8.639658,41.153346],[-8.641674,41.153877],[-8.643789,41.154507],[-8.646453,41.154282],[-8.648811,41.15421],[-8.650638,41.153526],[-8.653023,41.152131],[-8.656389,41.151537],[-8.658459,41.150826],[-8.660484,41.150547],[-8.66223,41.150682],[-8.662518,41.152113],[-8.662662,41.152806],[-8.664759,41.152815],[-8.666874,41.153247],[-8.666145,41.15475],[-8.665497,41.155326],[-8.665272,41.155155],[-8.665263,41.155137]]"
